year,disaster_type,disaster_subtype,country,latitude,longitude,start_year,start_month,start_day,total_deaths,total_damages,event_name,associated_dis,dis_mag_scale,dis_mag_value
2007,Flood,Riverine flood,Uganda,0.88,34.28,2007,8,15,29,71,NA,"Slide (land, mud, snow, rock)",Km2,NA
2007,Flood,Riverine flood,Kenya,0.88,34.28,2007,8,15,13,NA,NA,Broken Dam/Burst bank,Km2,53520
2007,Flood,Riverine flood,Somalia,2.98,45.43,2007,9,1,4,NA,NA,Broken Dam/Burst bank,Km2,13310
2007,Flood,Riverine flood,Thailand,3.89,102.93,2007,12,7,3,NA,NA,Broken Dam/Burst bank,Km2,NA
2007,Flood,Riverine flood,Romania,46.76,25.6,2007,8,25,2,NA,NA,Rain,Km2,32270
2007,Flood,Flash flood,United States of America (the),42.23,-74.95,2007,6,19,4,NA,NA,Rain,Km2,6500
2007,Storm,Tropical cyclone,Japan,38.57,125.83,2007,9,17,4,NA,Wipha/Goring,Flood,Kph,NA
2007,Storm,Tropical cyclone,Korea (the Republic of),34.78,126.59,2007,9,16,20,70000,Nari (11),Flood,Kph,NA
2007,Storm,Tropical cyclone,Saint Lucia,14.64,-61.02,2007,8,17,1,40000,Dean,Flood,Kph,NA
2007,Storm,Tropical cyclone,Mexico,14.54,-61.02,2007,8,21,9,600000,Dean,Flood,Kph,265
2007,Storm,Tropical cyclone,Philippines (the),27,119.91,2007,8,17,3,492,Sepat,Flood,Kph,NA
2007,Storm,Tropical cyclone,Philippines (the),38.57,125.83,2007,9,17,2,NA,Wipha/Goring,Flood,Kph,NA
2007,Storm,Tropical cyclone,Papua New Guinea,-9.03,149.22,2007,11,12,172,NA,Guba,Flood,Kph,NA
2007,Storm,Tropical cyclone,Puerto Rico,18.93,-71.03,2007,12,11,1,NA,Olga,Flood,Kph,NA
2007,Storm,Tropical cyclone,Viet Nam,17.07,106.9,2007,9,29,96,191000,Lekima,Flood,Kph,117
2007,Flood,Flash flood,Iran (Islamic Republic of),33.75,52.2,2007,6,27,12,22000,NA,NA,Km2,11600
2007,Flood,Riverine flood,Kenya,-3.59,39.76,2007,5,15,2,NA,NA,NA,Km2,13870
2007,Flood,Riverine flood,Cambodia,13.28,105.88,2007,8,10,2,1000,NA,NA,Km2,64580
2007,Flood,NA,Korea (the Republic of),33.4,126.72,2007,9,4,3,NA,NA,NA,Km2,930
2007,Flood,Riverine flood,Liberia,6.51,-10.58,2007,8,26,1,NA,NA,NA,Km2,2330
2007,Flood,Riverine flood,Myanmar,16.91,96.13,2007,5,3,5,NA,NA,NA,Km2,15670
2007,Flood,NA,Mozambique,-19.06,34.36,2007,12,11,20,100000,NA,NA,Km2,57570
2007,Flood,Riverine flood,Mauritania,16.55,-11.32,2007,8,7,2,NA,NA,NA,Km2,9500
2007,Flood,Riverine flood,Mauritania,15.47,-13.97,2007,8,31,1,NA,NA,NA,Km2,162800
2007,Earthquake,Ground movement,Martinique,14.944,-61.274,2007,11,29,1,NA,NA,NA,Richter,7
2007,Flood,Riverine flood,Malaysia,3.89,102.93,2007,12,7,29,363000,NA,NA,Km2,NA
2007,Flood,Riverine flood,Nigeria,10.29,11.75,2007,8,4,68,NA,NA,NA,Km2,630100
2007,Flood,NA,Nigeria,6.96,3.3,2007,8,1,6,NA,NA,NA,Km2,5270
2007,Flood,Flash flood,Pakistan,34.98,72.23,2007,6,16,22,NA,NA,NA,Km2,12120
2007,Flood,Riverine flood,Pakistan,34.27,71.87,2007,6,28,130,NA,NA,NA,Km2,130
2007,Flood,Riverine flood,Panama,10.98,-85.44,2007,10,12,2,NA,NA,NA,Km2,NA
2007,Storm,Tropical cyclone,Philippines (the),17.57,121.76,2007,11,4,8,2971,Kabayan (Peipah),NA,Kph,25810
2007,Flood,Riverine flood,Romania,45.82,27.24,2007,9,5,7,NA,NA,NA,Km2,26860
2007,Flood,Riverine flood,Russian Federation (the),62.34,130.46,2007,5,13,NA,25752,NA,NA,Km2,313200
2007,Flood,Riverine flood,Sudan (the),12.91,33.77,2007,7,3,150,300000,NA,NA,Km2,1591000
2007,Flood,Riverine flood,Senegal,15.47,-13.97,2007,8,9,8,NA,NA,NA,Km2,NA
2007,Flood,Riverine flood,El Salvador,10.98,-85.44,2007,10,12,2,NA,NA,NA,Km2,NA
2007,Flood,Flash flood,Somalia,11.82,51.02,2007,11,3,21,NA,NA,NA,Km2,310
2007,Flood,Riverine flood,Chad,11.54,19.05,2007,8,25,12,NA,NA,NA,Km2,454800
2007,Flood,Riverine flood,Chad,9.64,15.11,2007,8,9,3,NA,NA,NA,Km2,23500
2007,Flood,Riverine flood,Thailand,16.82,102.48,2007,9,5,10,NA,Monsoonal rain,NA,Km2,139500
2007,Flood,Riverine flood,Thailand,9.72,99,2007,10,22,2,1500,NA,NA,Km2,13140
2007,Flood,Flash flood,Tunisia,36.95,9.71,2007,10,13,16,NA,NA,NA,Km2,6550
2007,Flood,Riverine flood,Turkey,39.4,43.8,2007,5,27,13,NA,NA,NA,Km2,38490
2007,Flood,Riverine flood,Turkey,41.74,26.62,2007,11,16,1,NA,NA,NA,Km2,NA
2007,Storm,Tropical cyclone,Taiwan (Province of China),27,119.91,2007,8,17,NA,25000,Sepat,NA,Kph,NA
2007,Flood,Riverine flood,Uganda,0.35,32.59,2007,11,15,4,NA,NA,NA,Km2,550
2007,Flood,Riverine flood,Uruguay,-32.77,-55.8,2007,5,4,2,45000,NA,NA,Km2,104100
2007,Flood,Riverine flood,United States of America (the),30.24,-98.66,2007,5,24,8,NA,NA,NA,Km2,341
2007,Flood,Riverine flood,United States of America (the),33.45,-97.3,2007,6,17,10,28000,NA,NA,Km2,34750
2007,Flood,Coastal flood,Viet Nam,15.3,108.44,2007,11,10,55,350000,NA,NA,Km2,36820
2007,Flood,Riverine flood,Viet Nam,15.87,107.78,2007,10,14,15,10000,NA,NA,Km2,24810
2007,Flood,Riverine flood,Viet Nam,16.32,107.36,2007,10,28,83,300000,NA,NA,Km2,35110
2007,Flood,NA,Viet Nam,11.01,105.51,2007,10,20,3,NA,NA,NA,Km2,46470
2007,Flood,Riverine flood,Yemen,15.08,45.73,2007,8,1,50,NA,NA,NA,Km2,165100
2008,Storm,Tropical cyclone,Philippines (the),13.16,122.6,2008,6,21,644,284694,Typhoon Fengshen (Franck),Flood,Kph,170
2008,Storm,Tropical cyclone,Taiwan (Province of China),22.94,120.79,2008,7,18,26,16000,"Tropical storm ""Kalmaegi""",Flood,Kph,138
2008,Storm,Tropical cyclone,Viet Nam,22.05,105.21,2008,8,8,162,120000,"Tropical storm ""Kammuri"" (Julian)",Flood,Kph,NA
2008,Storm,Tropical cyclone,Viet Nam,21.9,104.59,2008,9,25,46,63000,"Typhoon ""Hagupit"" (Nina)",Flood,Kph,NA
2008,Flood,Riverine flood,United States of America (the),39.63,-119.2,2008,1,5,2,NA,NA,Rain,Km2,550
2008,Storm,Convective storm,United States of America (the),39.82,-92.33,2008,5,22,7,1600000,NA,Flood,Kph,320
2008,Earthquake,Ground movement,Japan,39.03,140.881,2008,6,13,23,167000,NA,"Slide (land, mud, snow, rock)",Richter,7
2008,Earthquake,Ground movement,Japan,39.802,141.464,2008,7,23,1,110000,NA,"Slide (land, mud, snow, rock)",Richter,7
2008,Flood,Riverine flood,Kenya,0.05,35.12,2008,11,10,17,NA,NA,"Slide (land, mud, snow, rock)",Km2,37960
2008,Flood,Flash flood,Sri Lanka,7.18,80.77,2008,5,29,25,NA,NA,"Slide (land, mud, snow, rock)",Km2,40670
2008,Flood,Riverine flood,Sri Lanka,7.83,80.82,2008,3,12,8,NA,NA,"Slide (land, mud, snow, rock)",Km2,43220
2008,Flood,Riverine flood,Nicaragua,12,-86.37,2008,9,24,13,NA,NA,"Slide (land, mud, snow, rock)",Km2,34760
2008,Earthquake,Ground movement,Pakistan,30.639,67.351,2008,10,28,166,10000,NA,"Slide (land, mud, snow, rock)",Richter,6
2008,Flood,Riverine flood,Peru,-10.11,-73.01,2008,2,4,40,NA,NA,"Slide (land, mud, snow, rock)",Km2,456900
2008,Flood,Riverine flood,Philippines (the),11.64,125.22,2008,2,12,63,30733,NA,"Slide (land, mud, snow, rock)",Km2,21800
2008,Flood,Riverine flood,Venezuela (Bolivarian Republic of),9.77,-66.4,2008,11,20,8,NA,NA,"Slide (land, mud, snow, rock)",Km2,61390
2008,Flood,Flash flood,Viet Nam,14.9,107.46,2008,10,19,29,4000,NA,"Slide (land, mud, snow, rock)",Km2,39090
2008,Flood,Riverine flood,Viet Nam,20.74,106.32,2008,10,27,99,479000,NA,"Slide (land, mud, snow, rock)",Km2,74590
2008,Flood,Riverine flood,United States of America (the),36.23,-89.15,2008,3,17,18,2000,NA,Broken Dam/Burst bank,Km2,565200
2008,Flood,Riverine flood,Italy,41.83,13.16,2008,12,11,3,278000,NA,Rain,Km2,5425
2008,Storm,Tropical cyclone,Madagascar,-18.69,46.9,2008,2,17,93,60000,"Cyclone ""Ivan""",Flood,Kph,230
2008,Storm,Tropical cyclone,United States of America (the),35.05,-90.45,2008,9,12,82,30000000,Hurricane Ike,Flood,Kph,200
2008,Storm,Tropical cyclone,Viet Nam,15.7,107.71,2008,11,17,17,1000,"Tropical storm ""Noul""",Flood,Kph,NA
2008,Flood,Flash flood,Yemen,15.54,49.78,2008,10,23,90,400000,NA,Lightening,Km2,133200
2008,Flood,NA,India,10.76,78.72,2008,3,20,37,2000,NA,NA,Km2,144300
2008,Earthquake,Ground movement,Iran (Islamic Republic of),26.743,55.828,2008,9,10,6,NA,NA,NA,Richter,6
2008,Flood,Riverine flood,Iran (Islamic Republic of),53.26,-1.8,2008,9,9,19,NA,NA,NA,Km2,NA
2008,Flood,Riverine flood,Iran (Islamic Republic of),39.24,44.69,2008,8,7,3,NA,NA,NA,Km2,7096
2008,Flood,Riverine flood,Iraq,36.16,45.11,2008,9,10,4,NA,NA,NA,Km2,3310
2008,Flood,Riverine flood,Japan,35.88,136.38,2008,7,28,5,NA,NA,NA,Km2,52420
2008,Flood,Riverine flood,Kazakhstan,42.3,68.55,2008,2,20,1,130000,NA,NA,Km2,51580
2008,Flood,Flash flood,Kenya,4,41.9,2008,10,14,3,NA,NA,NA,Km2,45130
2008,Flood,Riverine flood,Kenya,-1.57,40.12,2008,6,13,16,NA,NA,NA,Km2,41800
2008,Flood,NA,Kenya,2.83,37.67,2008,3,20,2,NA,NA,NA,Km2,21280
2008,Earthquake,Ground movement,Kyrgyzstan,39.533,73.824,2008,10,5,74,NA,NA,NA,Richter,7
2008,Flood,Flash flood,Sri Lanka,8.57,80.8,2008,11,22,15,NA,NA,NA,Km2,103400
2008,Flood,Flash flood,Morocco,33.73,-4.77,2008,10,23,30,NA,NA,NA,Km2,146700
2008,Flood,Riverine flood,Morocco,32.11,-7.11,2008,2,26,9,NA,NA,NA,Km2,23600
2008,Flood,Riverine flood,Mozambique,-22.92,34.03,2008,12,28,25,NA,NA,NA,Km2,126000
2008,Flood,Riverine flood,Namibia,-17.05,17.26,2008,1,30,42,NA,NA,NA,Km2,NA
2008,Flood,Riverine flood,Pakistan,33.92,71.7,2008,8,2,36,103000,NA,NA,Km2,32490
2008,Flood,Riverine flood,Pakistan,30.74,72.63,2008,8,9,37,NA,NA,NA,Km2,165900
2008,Flood,Flash flood,Philippines (the),17.95,147.03,2008,11,21,10,4088,NA,NA,Km2,21770
2008,Flood,Riverine flood,Philippines (the),17.2,121.8,2008,12,1,29,NA,NA,NA,Km2,24110
2008,Earthquake,Ground movement,Russian Federation (the),43.372,46.254,2008,10,11,13,NA,NA,NA,Richter,6
2008,Earthquake,Ground movement,Rwanda,-2.296,28.9,2008,2,3,36,NA,NA,NA,Richter,6
2008,Flood,Riverine flood,Suriname,8.25,-64.88,2008,6,1,2,NA,NA,NA,Km2,30310
2008,Flood,Flash flood,Thailand,7.55,100.1,2008,11,20,21,11500,NA,NA,Km2,15650
2008,Flood,Flash flood,Thailand,6.64,101.1,2008,12,29,NA,344,NA,NA,Km2,NA
2008,Flood,Riverine flood,"Tanzania, United Republic of",-3.38,38.17,2008,3,17,1,NA,NA,NA,Km2,NA
2008,Flood,Flash flood,Viet Nam,12.14,107.83,2008,5,11,4,NA,NA,NA,Km2,5300
2008,Flood,Riverine flood,Viet Nam,18.89,107.06,2008,12,25,9,NA,NA,NA,Km2,29580
2009,Earthquake,Ground movement,Italy,42.334,13.334,2009,4,6,295,2500000,NA,"Slide (land, mud, snow, rock)",Richter,6
2009,Flood,Riverine flood,Solomon Islands,-8.14,-158.66,2009,1,29,21,NA,NA,"Slide (land, mud, snow, rock)",Km2,118000
2009,Flood,Riverine flood,Tajikistan,38.51,71.29,2009,4,21,21,1000,NA,"Slide (land, mud, snow, rock)",Km2,62470
2009,Flood,Riverine flood,Morocco,32.65,-6.16,2009,2,1,24,NA,NA,Rain,Km2,188200
2009,Storm,Tropical cyclone,Madagascar,-17.69,46.42,2009,1,19,12,NA,Cyclones Eric and Fanele,Flood,Kph,210
2009,Flood,Riverine flood,Romania,47.61,24.93,2009,1,23,11,NA,NA,NA,Km2,19410
2009,Flood,Riverine flood,United States of America (the),48.25,-97.03,2009,3,24,2,166000,NA,NA,Km2,39740
2007,Flood,Riverine flood,Congo (the Democratic Republic of the),-4.37,15.38,2007,10,25,32,NA,NA,"Slide (land, mud, snow, rock)",Km2,1950
2007,Flood,Riverine flood,Zimbabwe,-16.66,31.24,2007,12,13,3,NA,NA,Rain,Km2,13370
2007,Flood,Riverine flood,Zambia,-15.94,27.77,2007,12,30,10,NA,NA,NA,Km2,2180
2007,Flood,Riverine flood,Zimbabwe,-20.78,31.24,2007,12,19,24,NA,NA,NA,Km2,53810
2008,Flood,Riverine flood,South Africa,-29.67,31.09,2008,6,19,11,1264,NA,NA,Km2,25970
2008,Earthquake,Ground movement,Congo (the Democratic Republic of the),-2.296,28.9,2008,2,3,11,7000,NA,NA,Richter,6
2008,Flood,Riverine flood,South Sudan,9.24,29.66,2008,10,3,17,NA,NA,NA,Km2,81580
2009,Earthquake,Ground movement,Indonesia,-8.207,118.631,2009,9,30,1195,2200000,NA,"Slide (land, mud, snow, rock)",Richter,7
2009,Landslide,Mudslide,Brazil,-22.98,-44.07,2009,12,31,74,145000,NA,Flood,NA,55640
2009,Flood,Riverine flood,Bangladesh,25.26,89.09,2009,7,3,6,NA,NA,"Slide (land, mud, snow, rock)",Km2,49030
2009,Flood,Riverine flood,Brazil,-22.54,-43.12,2009,11,12,3,NA,NA,"Slide (land, mud, snow, rock)",Km2,47900
2009,Flood,Riverine flood,China,25.31,112.71,2009,7,1,90,1000000,NA,"Slide (land, mud, snow, rock)",Km2,542100
2009,Flood,Riverine flood,China,26.62,105.15,2009,8,28,12,NA,NA,"Slide (land, mud, snow, rock)",Km2,81300
2009,Flood,Riverine flood,China,30.86,101.18,2009,7,26,20,33000,NA,"Slide (land, mud, snow, rock)",Km2,201100
2009,Earthquake,Ground movement,Indonesia,-7.782,107.297,2009,9,2,128,160000,NA,"Slide (land, mud, snow, rock)",Richter,7
2009,Flood,Riverine flood,India,11.47,77.85,2009,11,3,70,64000,NA,"Slide (land, mud, snow, rock)",Km2,35730
2009,Earthquake,Tsunami,American Samoa,-15.489,-172.095,2009,9,29,34,NA,NA,Tsunami/Tidal wave,Richter,8
2009,Flood,Riverine flood,Ghana,5.73,-0.1,2009,6,6,16,NA,NA,Rain,Km2,9340
2009,Flood,Riverine flood,South Africa,-29.41,30.82,2009,2,28,3,NA,NA,NA,Km2,NA
2009,Flood,Riverine flood,Zambia,-18.76,24.23,2009,2,27,31,NA,NA,NA,Km2,NA
2009,Flood,Riverine flood,Argentina,-32.99,-59.05,2009,11,14,7,NA,NA,NA,Km2,415000
2009,Flood,Riverine flood,Brazil,56.4778,31.26,2009,11,21,11,50000,NA,NA,Km2,NA
2009,Earthquake,Ground movement,Bhutan,-15.489,-172.095,2009,9,21,11,NA,NA,NA,Richter,8
2009,Earthquake,Ground movement,China,25.632,101.095,2009,7,9,1,315000,NA,NA,Richter,6
2009,Flood,Riverine flood,China,26.85,110.28,2009,6,19,11,59000,NA,NA,Km2,82900
2009,Flood,Riverine flood,United Kingdom of Great Britain and Northern Ireland (the),54,-1.66,2009,11,19,3,484000,NA,NA,Km2,106600
2009,Flood,Riverine flood,Ghana,8.85,-0.99,2009,9,17,24,NA,NA,NA,Km2,73810
2009,Earthquake,Ground movement,Indonesia,-0.72,99.867,2009,11,8,2,2430,NA,NA,Richter,8
2009,Flood,Riverine flood,India,15.71,78.23,2009,9,25,355,2150000,NA,NA,Km2,309700
2010,Earthquake,Ground movement,Afghanistan,35.633,67.658,2010,4,18,11,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
2010,Flood,Riverine flood,Afghanistan,35.21,68.85,2010,7,27,65,NA,NA,"Slide (land, mud, snow, rock)",Km2,176799
2010,Flood,Riverine flood,Belgium,50.85,4.35,2010,11,11,3,238146,NA,"Slide (land, mud, snow, rock)",Km2,8458
2010,Flood,Riverine flood,Brazil,-22.44,-43.33,2010,4,4,256,200000,NA,"Slide (land, mud, snow, rock)",Km2,NA
2010,Earthquake,Ground movement,China,25.558,105.804,2010,1,17,8,NA,NA,"Slide (land, mud, snow, rock)",Richter,4
2010,Flood,Riverine flood,Costa Rica,9.074,-83.31,2010,11,1,24,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2010,Flood,Flash flood,France,43.5,6.6,2010,6,15,25,1500000,NA,"Slide (land, mud, snow, rock)",Km2,7700
2010,Flood,Riverine flood,Haiti,18.42,73.77,2010,2,18,27,NA,NA,"Slide (land, mud, snow, rock)",Km2,3836
2010,Earthquake,Ground movement,Indonesia,-2.174,136.543,2010,6,16,17,NA,NA,"Slide (land, mud, snow, rock)",Richter,7
2010,Flood,Flash flood,Indonesia,-1.22,132.81,2010,10,2,291,78000,NA,"Slide (land, mud, snow, rock)",Km2,NA
2010,Flood,Riverine flood,Indonesia,-2.14,114.97,2010,7,23,21,NA,NA,"Slide (land, mud, snow, rock)",Km2,106460
2010,Flood,Flash flood,India,33.53,76.12,2010,8,6,196,NA,NA,"Slide (land, mud, snow, rock)",Km2,145000
2010,Flood,Riverine flood,India,26.73,82.84,2010,9,18,200,1680000,NA,"Slide (land, mud, snow, rock)",Km2,38537
2010,Earthquake,Tsunami,Chile,-36.122,-72.898,2010,2,27,562,30000000,NA,Tsunami/Tidal wave,Richter,9
2010,Earthquake,Tsunami,Indonesia,-3.487,100.082,2010,10,25,530,NA,NA,Tsunami/Tidal wave,Richter,8
2010,Flood,Riverine flood,Burkina Faso,12.94,-1.39,2010,7,21,16,176,NA,Broken Dam/Burst bank,Km2,160800
2010,Flood,Riverine flood,Spain,37.811,-5.87,2010,12,6,2,NA,NA,Rain,Km2,22049
2010,Storm,Tropical cyclone,Haiti,20.48,-75.88,2010,11,4,21,NA,Hurricane Tomas,Flood,Kph,130
2010,Flood,Riverine flood,Afghanistan,34.38,62.25,2010,5,5,70,NA,NA,NA,Km2,65810
2010,Flood,Riverine flood,Angola,-16.11,17.25,2010,3,1,7,NA,NA,NA,Km2,274100
2010,Flood,Riverine flood,Australia,-26.21,147.95,2010,2,28,NA,109000,NA,NA,Km2,431681
2010,Flood,Riverine flood,Australia,-24.77,147.63,2010,12,25,35,7300000,NA,NA,Km2,911256
2010,Flood,Riverine flood,Bangladesh,24.21,91.03,2010,10,1,15,NA,NA,NA,Km2,29265
2010,Flood,Riverine flood,Bolivia (Plurinational State of),-17.83,-63.6,2010,1,1,26,NA,NA,NA,Km2,102200
2010,Earthquake,Ground movement,China,30.268,105.668,2010,1,30,1,4400,NA,NA,Richter,5
2010,Earthquake,Ground movement,China,33.165,96.548,2010,4,14,2968,500000,NA,NA,Richter,7
2010,Flood,Riverine flood,Colombia,4.113,-72.96,2010,4,6,418,1000000,NA,NA,Km2,1140146
2010,Flood,Flash flood,Dominican Republic (the),19.63,-70.56,2010,2,14,1,NA,NA,NA,Km2,2791
2010,Flood,Riverine flood,Dominican Republic (the),19.25,-70.39,2010,7,15,6,NA,NA,NA,Km2,15730
2010,Flood,Riverine flood,Egypt,28.08,31.09,2010,1,18,12,NA,NA,NA,Km2,226100
2010,Flood,Riverine flood,Greece,40.106,21.46,2010,11,29,1,NA,NA,NA,Km2,27315
2010,Earthquake,Ground movement,Haiti,18.443,-72.571,2010,1,12,222570,8000000,NA,NA,Richter,7
2010,Volcanic activity,Ash fall,Indonesia,3.17,98.392,2010,8,29,1,NA,Mt. Sinabung,NA,NA,NA
2010,Flood,Flash flood,Indonesia,-8.672,121.6,2010,11,2,16,NA,NA,NA,Km2,23685
2010,Flood,Riverine flood,India,30.18,74.77,2010,7,5,53,447000,NA,NA,Km2,147437
2010,Flood,Riverine flood,India,15.22,79.48,2010,5,18,27,NA,NA,NA,Km2,63170
2010,Flood,Riverine flood,India,9.88,78.47,2010,11,15,203,22000,NA,NA,Km2,57474
2010,Earthquake,Ground movement,Iran (Islamic Republic of),27.022,53.861,2010,7,20,1,NA,NA,NA,Richter,6
2010,Earthquake,Ground movement,Iran (Islamic Republic of),28.412,59.18,2010,12,20,7,NA,NA,NA,Richter,7
2010,Earthquake,Ground movement,Iran (Islamic Republic of),35.49,54.47,2010,8,27,3,NA,NA,NA,Richter,6
2011,Flood,Riverine flood,Bolivia (Plurinational State of),-16.4659,-65.6,2011,2,14,52,20000,NA,"Slide (land, mud, snow, rock)",Km2,122139
2011,Flood,Riverine flood,Brazil,-23.783,-48.16,2011,3,12,10,NA,NA,"Slide (land, mud, snow, rock)",Km2,12444
2011,Flood,Riverine flood,Brazil,-28.28,-52.91,2011,4,21,12,NA,NA,"Slide (land, mud, snow, rock)",Km2,306993
2011,Flood,Riverine flood,Brazil,-8.65047,-38.11,2011,7,15,15,NA,NA,"Slide (land, mud, snow, rock)",Km2,200669
2011,Flood,Riverine flood,China,27.0633,108.11,2011,7,11,6,54130,NA,"Slide (land, mud, snow, rock)",Km2,1341347
2011,Flood,Riverine flood,China,27.89,14.47,2011,6,1,467,6400000,NA,"Slide (land, mud, snow, rock)",Km2,431896
2011,Flood,Riverine flood,Colombia,5.69,-74.15,2011,4,NA,138,1030000,NA,"Slide (land, mud, snow, rock)",Km2,236086
2011,Earthquake,Ground movement,India,27.73,88.155,2011,9,18,112,NA,NA,"Slide (land, mud, snow, rock)",Richter,7
2011,Earthquake,Tsunami,Indonesia,38.297,142.373,2011,3,11,1,NA,NA,Tsunami/Tidal wave,Richter,9
2011,Flood,Riverine flood,Afghanistan,35.0754,63.99,2011,2,10,25,NA,NA,NA,Km2,63337
2011,Volcanic activity,Ash fall,Argentina,-40.59,-72.12,2011,6,4,NA,104000,"Volcano ""Puyehue""",NA,NA,NA
2011,Flood,Flash flood,Bangladesh,22.564,89.05,2011,7,21,10,NA,NA,NA,Km2,19191
2011,Earthquake,Ground movement,Bhutan,27.73,88.155,2011,9,18,1,NA,NA,NA,Richter,7
2011,Earthquake,Ground movement,China,24.727,97.957,2011,3,10,25,290000,NA,NA,Richter,6
2011,Earthquake,Ground movement,China,27.73,88.155,2011,9,18,7,NA,NA,NA,Richter,7
2011,Flood,Riverine flood,Dominican Republic (the),18.59,-71.99,2011,6,NA,4,NA,NA,NA,Km2,1115
2011,Earthquake,Ground movement,Spain,37.699,-1.672,2011,5,11,10,200000,NA,NA,Richter,5
2011,Flood,Riverine flood,Ghana,7.8439,-0.45,2011,7,22,6,NA,NA,NA,Km2,55103
2011,Flood,Riverine flood,Indonesia,4.211,97.09,2011,3,10,21,NA,NA,NA,Km2,41506
2011,Flood,Riverine flood,India,22.306,88.34,2011,8,10,47,275000,NA,NA,Km2,28684
2009,Earthquake,Tsunami,Japan,34.743,138.264,2009,8,10,1,400000,NA,Tsunami/Tidal wave,Richter,6
2009,Storm,Tropical cyclone,Philippines (the),17.57,121.42,2009,9,29,512,585379,"Typhoon ""Pepeng"" (Parma)",Flood,Kph,145
2009,Storm,Tropical cyclone,El Salvador,13.77,-89,2009,11,7,275,939000,"Hurricane ""Ida""",Flood,Kph,NA
2009,Flood,Riverine flood,Italy,38.11,15.73,2009,10,1,35,20000,NA,"Slide (land, mud, snow, rock)",Km2,1227
2009,Flood,Riverine flood,Nepal,29.81,80.76,2009,10,4,87,60000,NA,"Slide (land, mud, snow, rock)",Km2,129700
2009,Flood,Riverine flood,Nepal,28,85.71,2009,7,26,30,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2009,Flood,Riverine flood,Peru,-12.99,-72.94,2009,12,NA,158,NA,NA,"Slide (land, mud, snow, rock)",Km2,135300
2009,Flood,Riverine flood,Sierra Leone,8.57,-12.73,2009,8,13,103,NA,NA,"Slide (land, mud, snow, rock)",Km2,NA
2009,Flood,Riverine flood,Turkey,41,40.04,2009,7,10,7,NA,NA,"Slide (land, mud, snow, rock)",Km2,26430
2009,Landslide,Landslide,Turkey,40.83,40.41,2009,11,21,4,NA,NA,"Slide (land, mud, snow, rock)",NA,15630
2009,Flood,Riverine flood,"Tanzania, United Republic of",-6.77,35.89,2009,11,10,20,NA,NA,"Slide (land, mud, snow, rock)",Km2,194800
2009,Earthquake,Tsunami,Tonga,-15.489,-172.095,2009,9,29,9,9500,NA,Tsunami/Tidal wave,Richter,8
2009,Flood,Riverine flood,Lao People's Democratic Republic (the),17.83,104.79,2009,8,10,10,NA,NA,NA,Km2,24950
2009,Flood,Flash flood,Sri Lanka,8.02,81.27,2009,12,14,3,NA,NA,NA,Km2,15650
2009,Flood,Flash flood,Morocco,31.81,-6.78,2009,12,25,5,NA,NA,NA,Km2,157500
2009,Flood,Riverine flood,Mexico,19.5,-99.25,2009,9,1,4,NA,NA,NA,Km2,34560
2009,Flood,Riverine flood,Mexico,16.45,-96.97,2009,7,14,11,NA,NA,NA,Km2,51610
2009,Earthquake,Ground movement,Malawi,-9.948,33.878,2009,12,8,1,NA,NA,NA,Richter,6
2009,Earthquake,Ground movement,Malawi,-10.108,33.818,2009,12,20,3,NA,NA,NA,Richter,6
2009,Flood,Flash flood,Pakistan,33.92,72.25,2009,8,15,36,NA,NA,NA,Km2,30560
2009,Flood,Riverine flood,Pakistan,24.99,67.19,2009,7,17,52,NA,NA,NA,Km2,10370
2009,Earthquake,Ground movement,Philippines (the),6.513,124.715,2009,9,18,NA,90,NA,NA,Richter,6
2009,Flood,Riverine flood,Paraguay,-25.1,-56.27,2009,9,22,NA,820,NA,NA,Km2,163300
2009,Flood,Riverine flood,Saudi Arabia,40.23,21.24,2009,11,24,161,900000,NA,NA,Km2,114600
2009,Flood,Riverine flood,Sudan (the),27.01,15.98,2009,8,16,20,NA,NA,NA,Km2,59850
2009,Flood,Riverine flood,Senegal,15.58,-16.81,2009,8,24,6,NA,NA,NA,Km2,8511
2009,Flood,Riverine flood,Thailand,18.48,-91.05,2009,11,7,15,NA,NA,NA,Km2,35580
2009,Flood,Flash flood,Turkey,41.09,38.95,2009,9,7,40,550000,NA,NA,Km2,3167
2009,Flood,Riverine flood,"Tanzania, United Republic of",-6.8,36.02,2009,12,25,18,NA,NA,NA,Km2,167300
2009,Flood,Riverine flood,Uruguay,-31.26,-56.48,2009,11,21,1,NA,NA,NA,Km2,43490
2009,Flood,Riverine flood,Viet Nam,20.67,104.3,2009,7,3,20,NA,NA,NA,Km2,69860
2009,Flood,Riverine flood,Viet Nam,15.19,108.02,2009,9,25,17,NA,NA,NA,Km2,47600
2010,Storm,Tropical cyclone,Jamaica,18.19,-77.29,2010,9,29,15,150000,Tropical storm Nicole,Flood,Kph,65
2010,Flood,Riverine flood,Portugal,32.76,-16.97,2010,2,20,43,1350000,NA,"Slide (land, mud, snow, rock)",Km2,483
2010,Flood,Riverine flood,Mexico,19.94,-99,2010,1,26,41,16000,NA,"Slide (land, mud, snow, rock)",Km2,122621
