year,disaster_type,disaster_subtype,country,latitude,longitude,start_year,start_month,start_day,total_deaths,total_damages,event_name,associated_dis,dis_mag_scale,dis_mag_value
1930,Earthquake,Ground movement,Tajikistan,38.4,68.5,1930,9,22,175,NA,NA,NA,Richter,6
1930,Earthquake,Ground movement,Taiwan (Province of China),23.261,120.277,1930,12,8,4,NA,NA,NA,Richter,6
1932,Earthquake,Ground movement,Greece,40.5,23.9,1932,9,26,151,NA,NA,Tsunami/Tidal wave,Richter,7
1932,Earthquake,Ground movement,Mexico,19.5,-104.25,1932,6,3,400,NA,NA,Tsunami/Tidal wave,Richter,8
1932,Earthquake,Ground movement,Iran (Islamic Republic of),36.6,53.4,1932,5,20,1070,NA,NA,NA,Richter,5
1933,Earthquake,Ground movement,Italy,42,14.2,1933,9,26,10,NA,NA,NA,Richter,NA
1934,Earthquake,Ground movement,Turkey,37.919,40.211,1934,11,27,100,NA,NA,NA,Richter,NA
1934,Earthquake,Ground movement,Turkey,37.919,40.211,1934,12,15,20,NA,NA,NA,Richter,NA
1935,Earthquake,Ground movement,Iran (Islamic Republic of),36.3,53.3,1935,3,5,60,NA,NA,NA,Richter,6
1935,Earthquake,Ground movement,Iran (Islamic Republic of),36.3,53.5,1935,4,12,690,NA,NA,NA,Richter,6
1935,Earthquake,Ground movement,Turkey,39.3,40.6,1935,5,1,540,NA,NA,NA,Richter,6
1936,Earthquake,Ground movement,Iran (Islamic Republic of),33,60,1936,6,30,12,NA,NA,NA,Richter,6
1936,Earthquake,Ground movement,El Salvador,13.2,-88.7,1936,12,19,400,NA,NA,NA,Richter,NA
1936,Earthquake,Ground movement,Taiwan (Province of China),22.3,120.8,1936,8,22,10,NA,NA,NA,Richter,7
1937,Earthquake,Ground movement,Philippines (the),14.575,121.68,1937,8,20,1,NA,NA,Tsunami/Tidal wave,Richter,8
1937,Earthquake,Ground movement,Mexico,18.8,-97.5,1937,7,25,34,NA,NA,NA,Richter,8
1939,Earthquake,Ground movement,Japan,39.945,139.682,1939,5,1,27,NA,NA,Tsunami/Tidal wave,Richter,7
1939,Earthquake,Ground movement,Peru,-12.5,-72,1939,6,23,37,NA,NA,NA,Richter,NA
1940,Earthquake,Ground movement,Turkey,41.7,43.8,1940,5,8,16,NA,NA,NA,Richter,6
1941,Earthquake,Ground movement,Iran (Islamic Republic of),33.482,58.785,1941,2,16,730,NA,NA,NA,Richter,6
1941,Earthquake,Ground movement,Turkey,39.5,43.3,1941,9,11,430,NA,NA,NA,Richter,6
1941,Earthquake,Ground movement,Turkey,39.7,39.4,1941,11,12,15,NA,NA,NA,Richter,6
1941,Earthquake,Ground movement,Taiwan (Province of China),23.304,120.393,1941,12,17,319,NA,NA,NA,Richter,7
1942,Earthquake,Ground movement,Peru,-14.819,-74.708,1942,8,24,30,NA,NA,Tsunami/Tidal wave,Richter,8
1942,Earthquake,Ground movement,Turkey,39.2,28.2,1942,11,15,16,NA,NA,NA,Richter,6
1942,Earthquake,Ground movement,Turkey,40.3,34.6,1942,11,21,17,NA,NA,NA,Richter,NA
1943,Earthquake,Ground movement,Turkey,40.8,30.5,1943,1,20,285,NA,NA,NA,Richter,7
1943,Earthquake,Ground movement,Turkey,40.6,30.5,1943,6,20,285,NA,NA,NA,Richter,6
1943,Earthquake,Ground movement,Turkey,40,40,1943,12,5,550,NA,NA,NA,Richter,NA
1944,Earthquake,Ground movement,Iran (Islamic Republic of),36.8,54.5,1944,4,5,20,NA,NA,NA,Richter,5
1944,Earthquake,Ground movement,Turkey,38.9,29.3,1944,6,25,21,NA,NA,NA,Richter,6
1945,Earthquake,Ground movement,Iran (Islamic Republic of),35.2,52.1,1945,5,11,20,NA,NA,NA,Richter,NA
1945,Earthquake,Ground movement,Turkey,37.4,35.8,1945,3,20,300,NA,NA,NA,Richter,6
1945,Earthquake,Ground movement,Turkey,38.5,43.3,1945,7,29,300,NA,NA,NA,Richter,NA
1946,Earthquake,Ground movement,Turkey,38.2,31.8,1946,2,21,12,NA,NA,NA,Richter,6
1946,Earthquake,Ground movement,Taiwan (Province of China),26.19,121.086,1946,12,5,58,NA,NA,NA,Richter,7
1947,Earthquake,Ground movement,Greece,36.728,21.897,1947,10,6,3,NA,NA,Tsunami/Tidal wave,Richter,8
1948,Earthquake,Ground movement,Greece,38.532,20.425,1948,4,22,2,NA,NA,Tsunami/Tidal wave,Richter,7
1950,Earthquake,Ground movement,Indonesia,-6,113,1950,6,19,16,NA,NA,NA,Richter,7
1950,Earthquake,Ground movement,Iran (Islamic Republic of),27.3,53.2,1950,1,19,20,NA,NA,NA,Richter,NA
1950,Earthquake,Ground movement,Turkey,40,40,1950,2,4,20,NA,NA,NA,Richter,NA
1951,Earthquake,Ground movement,Papua New Guinea,-9.3,147.1,1951,2,18,3000,NA,NA,NA,Richter,NA
1951,Earthquake,Ground movement,Taiwan (Province of China),23.8,121.7,1951,10,22,68,NA,NA,NA,Richter,7
1951,Earthquake,Ground movement,Taiwan (Province of China),22.9,121.5,1951,11,25,17,NA,NA,NA,Richter,8
1952,Earthquake,Ground movement,Turkey,39.8,39.5,1952,6,3,94,NA,NA,NA,Richter,NA
1953,Earthquake,Ground movement,Iran (Islamic Republic of),28.5,52.3,1953,1,16,11,NA,NA,NA,Richter,NA
1953,Earthquake,Ground movement,Turkey,41.4,26.3,1953,6,18,37,NA,NA,NA,Richter,NA
1954,Earthquake,Ground movement,Greece,39.8,22.1,1954,4,20,25,NA,NA,NA,Richter,NA
1955,Earthquake,Ground movement,Greece,39.4,23.1,1955,4,19,8,NA,NA,Tsunami/Tidal wave,Richter,NA
1955,Earthquake,Ground movement,Pakistan,30.5,67,1955,2,19,12,NA,NA,NA,Richter,NA
1959,Earthquake,Ground movement,Taiwan (Province of China),22.078,121.105,1959,8,15,16,NA,NA,NA,Richter,7
1961,Earthquake,Ground movement,Iran (Islamic Republic of),27.861,54.528,1961,6,11,60,NA,NA,NA,Richter,6
1961,Earthquake,Ground movement,Japan,36,136.7,1961,8,19,10,NA,NA,NA,Richter,7
1963,Earthquake,Ground movement,Taiwan (Province of China),24.411,122.094,1963,2,13,15,NA,NA,NA,Richter,7
1965,Earthquake,Ground movement,Greece,37.7,21.8,2020,4,5,32,NA,NA,NA,Richter,6
1965,Earthquake,Ground movement,Iran (Islamic Republic of),37.6,47.1,1965,2,10,20,NA,NA,NA,Richter,5
1966,Earthquake,Ground movement,India,28.7,78.9,1966,8,15,15,NA,NA,NA,Richter,6
1966,Earthquake,Ground movement,Turkey,39.1,41.6,1966,3,7,10,NA,NA,NA,Richter,6
1966,Earthquake,Ground movement,Turkey,38.9,41.3,1966,7,12,12,NA,NA,NA,Richter,5
1967,Earthquake,Ground movement,Indonesia,5.121,96.286,1967,4,12,14,NA,NA,Tsunami/Tidal wave,Richter,7
1967,Earthquake,Ground movement,Turkey,39.5,40.4,1967,7,26,97,NA,NA,NA,Richter,6
1968,Earthquake,Ground movement,Iran (Islamic Republic of),34,58.2,1968,9,1,700,NA,NA,NA,Richter,7
1968,Earthquake,Ground movement,Mexico,16.519,-97.739,1968,8,2,18,2400,NA,NA,Richter,7
1969,Earthquake,Ground movement,Portugal,36.033,-10.613,1969,2,28,2,NA,NA,Tsunami/Tidal wave,Richter,8
1969,Earthquake,Ground movement,Morocco,36.033,-10.613,1969,2,28,11,NA,NA,NA,Richter,8
1970,Earthquake,Ground movement,Peru,-9.9,-75.6,1970,2,14,12,NA,NA,NA,Richter,5
1971,Earthquake,Ground movement,Indonesia,-7.2,109.1,1971,6,16,1,NA,NA,NA,Richter,5
1972,Earthquake,Ground movement,Italy,43.8,13.3,1972,6,21,2,300000,NA,NA,Richter,4
1973,Earthquake,Ground movement,Japan,43.233,145.785,1973,6,17,NA,5000,NA,Tsunami/Tidal wave,Richter,8
1974,Earthquake,NA,Peru,-12.299,-76.352,1974,1,5,10,NA,NA,NA,Richter,6
1976,Earthquake,Ground movement,Italy,46.302,13.197,1976,9,15,11,NA,NA,NA,Richter,NA
1977,Earthquake,Ground movement,Solomon Islands,-9.965,160.731,1977,4,21,18,NA,NA,NA,Richter,8
1982,Earthquake,Ground movement,Mexico,17.25,-93.21,1982,3,27,10,NA,NA,Volcanic activity,Richter,4
2019,Flood,Flash flood,Indonesia,-6.533,107.508,2019,12,31,66,1200000,NA,"Slide (land, mud, snow, rock)",Km2,24987
2019,Flood,NA,Japan,32.951,130.545,2019,8,27,1,100000,NA,"Slide (land, mud, snow, rock)",Km2,10883
2019,Flood,NA,Japan,36.739,140.269,2019,10,25,10,NA,NA,"Slide (land, mud, snow, rock)",Km2,23764
2019,Flood,Flash flood,Kenya,0.728,39.414,2019,10,10,90,NA,NA,"Slide (land, mud, snow, rock)",Km2,232028
2019,Flood,NA,Mozambique,-16.223,36.866,2019,12,27,28,NA,NA,Storm,Km2,401250
2019,Earthquake,Ground movement,Indonesia,-3.45,128.347,2019,9,26,31,NA,NA,NA,Richter,7
2019,Earthquake,Ground movement,Iran (Islamic Republic of),37.808,47.558,2019,11,8,6,90000,NA,NA,Richter,6
2019,Flood,NA,Sri Lanka,7.922,80.835,2019,12,18,3,NA,NA,NA,Km2,44782
2019,Flood,NA,Mexico,-107.661,28.484,2019,11,27,3,NA,NA,NA,Km2,397450
2019,Flood,NA,Malaysia,102.584,4.415,2019,11,30,2,NA,NA,NA,Km2,38171
2019,Earthquake,Ground movement,Pakistan,33.106,73.766,2019,9,24,39,17000,NA,NA,Richter,6
2019,Earthquake,Ground movement,Philippines (the),6.714,125.009,2019,10,16,7,NA,NA,NA,Richter,6
2019,Earthquake,Ground movement,Philippines (the),6.754,124.985,2019,10,29,10,NA,NA,NA,Richter,7
2019,Earthquake,Ground movement,Philippines (the),6.905,125.187,2019,10,31,23,NA,NA,NA,Richter,7
2019,Earthquake,Ground movement,Philippines (the),6.708,125.188,2019,12,15,14,NA,NA,NA,Richter,7
2019,Flood,Flash flood,Sudan (the),14.826,33.921,2019,7,NA,78,NA,NA,NA,Km2,228504
2019,Flood,NA,Senegal,15.52,-15.516,2019,9,10,6,NA,NA,NA,Km2,60942
2019,Earthquake,Ground movement,Turkey,40.89,28.173,2019,9,26,1,NA,NA,NA,Richter,6
2020,Flood,NA,Japan,326.655,131.039,2020,6,29,82,5800000,NA,"Slide (land, mud, snow, rock)",Km2,28548
2020,Flood,NA,Kenya,116.343,365.935,2020,4,18,285,10000,NA,"Slide (land, mud, snow, rock)",Km2,154390
2020,Flood,NA,Madagascar,-18.95,47.184,2020,1,1,40,NA,NA,"Slide (land, mud, snow, rock)",Km2,443086
2020,Earthquake,Ground movement,Puerto Rico,17.937,-66.727,2020,5,2,NA,150000,NA,"Slide (land, mud, snow, rock)",Richter,5
2020,Flood,NA,"Tanzania, United Republic of",-451.236,342.182,2020,4,22,2,NA,NA,"Slide (land, mud, snow, rock)",Km2,184333
2020,Flood,Riverine flood,Uganda,0.013,310.263,2020,5,21,11,NA,NA,"Slide (land, mud, snow, rock)",Km2,47454
2020,Earthquake,Ground movement,Puerto Rico,17.935,-66.883,2020,1,7,4,800000,NA,Tsunami/Tidal wave,Richter,6
2020,Storm,Tropical cyclone,Madagascar,-144.876,487.673,2020,3,13,4,NA,Cyclone 'Herold',Flood,Kph,148
2020,Flood,NA,Rwanda,-199.445,298.633,2020,3,2,3,NA,NA,Lightening,Km2,15283
2020,Earthquake,Ground movement,Greece,37.913,26.779,2020,10,30,2,NA,NA,NA,Richter,7
2020,Earthquake,Ground movement,Croatia,45.897,15.966,2020,3,22,1,6800000,NA,NA,Richter,5
2020,Earthquake,Ground movement,Croatia,45.422,16.255,2020,12,29,8,469444,NA,NA,Richter,6
2020,Flood,NA,Iran (Islamic Republic of),330.386,541.614,2020,4,10,8,NA,NA,NA,Km2,216987
2020,Earthquake,Ground movement,Mexico,15.916,-95.953,2020,6,23,10,75000,NA,NA,Richter,7
2020,Flood,NA,Mongolia,463.877,106.222,2020,6,21,2,NA,NA,NA,Km2,423250
2020,Flood,NA,Mozambique,-180.132,352.821,2020,2,11,2,NA,NA,NA,Km2,172917
2020,Flood,NA,Oman,183.982,545.326,2020,5,27,3,NA,NA,NA,Km2,95375
2020,Earthquake,Ground movement,Philippines (the),12.021,124.123,2020,8,18,1,2500,NA,NA,Richter,7
2020,Flood,NA,Somalia,614.157,470.848,2020,4,20,26,NA,NA,NA,Km2,428331
2020,Earthquake,Ground movement,Turkey,38.39,44.367,2020,1,24,41,88000,NA,NA,Richter,7
2020,Earthquake,Ground movement,Turkey,38.543,44.447,2020,2,23,9,NA,NA,NA,Richter,6
2020,Earthquake,Ground movement,Turkey,39.421,40.697,2020,6,14,1,NA,NA,NA,Richter,6
2020,Earthquake,Ground movement,Turkey,37.913,26.779,2020,10,30,115,450000,NA,NA,Richter,7
